Task_ID,Parsed_Intent,Action_Taken,Base_Reward,Total_Reward,Timestamp,Confidence_Score,User_Feedback,Suggested_Correct_Action,Sigmoid_Confidence,Softmax_Confidence,Ranking_Confidence,Follow_up_Task,Follow_up_Accepted,Follow_up_Reward,Chosen_Q_Value,Mean_Other_Q_Values
E2-T9,unmute,set_dnd,-1,0,2025-09-24T13:49:52,0.693,👎,mute,0.838,0.395,1.0,,False,1,2.7128,-0.03999999999999998
E2-T10,update,play,-1,0,2025-09-24T13:49:52,0.653,👎,set_dnd,0.836,0.296,1.0,,False,1,2.0,0.10666666666666665
E3-T1,close,unmute,2,3,2025-09-24T13:49:52,0.637,👍,,0.816,0.276,1.0,screenshot,True,1,2.36,0.59928
E3-T2,create,close,2,3,2025-09-24T13:49:52,0.293,👍,,0.359,0.087,0.571,screenshot,True,1,0.0,0.8189888533333334
E3-T3,join,open,-1,0,2025-09-24T13:49:52,0.719,👎,screenshot,0.847,0.45,1.0,,False,1,3.0852000000000004,-0.10666666666666665
E3-T4,play,unmute,-1,0,2025-09-24T13:49:52,0.747,👎,screenshot,0.85,0.518,1.0,,False,1,4.054837144448,0.26508965333333334
E3-T5,open,play,-1,0,2025-09-24T13:49:52,0.706,👎,unmute,0.801,0.463,1.0,,False,1,5.4579347752545315,1.6607253333333334
E3-T6,open,unmute,2,3,2025-09-24T13:49:52,0.4,👍,,0.52,0.122,0.714,play,True,1,2.448,2.28085467995824
E3-T7,update,set_dnd,2,3,2025-09-24T13:49:52,0.699,👍,,0.848,0.399,1.0,unmute,True,1,2.96,0.13546666666666665
E3-T8,adjust,open,2,2,2025-09-24T13:49:52,0.706,👍,,0.881,0.385,1.0,close,False,0,2.6444839648,0.0
E3-T9,answer,open,-1,0,2025-09-24T13:49:52,0.663,👎,play,0.824,0.334,1.0,,False,1,2.4,0.11288480000000002
E3-T10,open,play,2,3,2025-09-24T13:49:52,0.602,👍,,0.729,0.275,1.0,close,True,1,4.168776079749441,2.1041886157258163
E4-T1,adjust,open,2,3,2025-09-24T13:49:53,0.723,👍,,0.881,0.427,1.0,close,True,1,2.991594285504,0.0
E4-T2,open,play,2,3,2025-09-24T13:49:53,0.62,👍,,0.743,0.307,1.0,close,True,1,4.485400558154453,2.1041886157258163
E4-T3,create,play,-1,0,2025-09-24T13:49:53,0.671,👎,open,0.838,0.34,1.0,,False,1,2.8211331200000003,0.5001006602666668
E4-T4,open,play,2,2,2025-09-24T13:49:53,0.638,👍,,0.754,0.341,1.0,close,False,0,4.795692546991364,2.1041886157258163
E4-T5,send,play,2,3,2025-09-24T13:49:53,0.642,👍,,0.838,0.266,1.0,close,True,1,2.0,0.35501824
E4-T6,monitor,open,-1,0,2025-09-24T13:49:53,0.62,👎,screenshot,0.881,0.169,1.0,,False,1,0.4,0.0
E4-T7,check,unmute,2,2,2025-09-24T13:49:53,0.634,👍,,0.761,0.324,1.0,screenshot,False,0,5.503472416135807,2.9381460190868194
E4-T8,create,open,2,3,2025-09-24T13:49:53,0.601,👍,,0.774,0.228,1.0,close,True,1,2.0,0.7695850762666666
E4-T9,reply,screenshot,-1,0,2025-09-24T13:49:53,0.661,👎,play,0.831,0.322,1.0,,False,1,2.0,-0.10666666666666665
E4-T10,answer,play,2,2,2025-09-24T13:49:53,0.704,👍,,0.835,0.424,1.0,mute,False,0,3.2453088,0.15602593066666667
E5-T1,answer,play,2,3,2025-09-24T13:49:53,0.722,👍,,0.839,0.466,1.0,mute,True,1,3.5804026240000004,0.15602593066666667
E5-T2,stop,set_dnd,2,2,2025-09-24T13:49:53,0.728,👍,,0.867,0.452,1.0,unmute,False,0,3.4385440000000003,0.21076800000000007
E5-T3,open,play,-1,0,2025-09-24T13:49:53,0.656,👎,set_dnd,0.764,0.376,1.0,,False,1,5.099778696051537,2.1041886157258163
E5-T4,create,open,-1,0,2025-09-24T13:49:53,0.622,👎,set_dnd,0.794,0.261,1.0,,False,1,2.36,0.7695850762666666
E5-T5,close,play,2,3,2025-09-24T13:49:53,0.244,👍,,0.315,0.081,0.429,close,True,1,0.0,1.0514133333333333
E5-T6,open,close,2,2,2025-09-24T13:49:53,0.573,👍,,0.697,0.237,1.0,open,False,0,4.097472,2.390907136080901
E5-T7,reply,play,2,3,2025-09-24T13:49:53,0.646,👍,,0.814,0.3,1.0,screenshot,True,1,2.0,0.053333333333333344
E5-T8,open,close,2,3,2025-09-24T13:49:53,0.592,👍,,0.714,0.267,1.0,open,True,1,4.415522559999999,2.390907136080901
E5-T9,answer,open,2,2,2025-09-24T13:49:53,0.474,👍,,0.604,0.152,0.857,screenshot,False,0,1.504155584,0.5567990952533334
E5-T10,check,unmute,2,3,2025-09-24T13:49:53,0.651,👍,,0.77,0.356,1.0,screenshot,True,1,5.793402967813091,2.9381460190868194
E6-T1,play,unmute,2,2,2025-09-24T13:49:53,0.647,👍,,0.804,0.315,1.0,screenshot,False,0,2.7937404015590404,0.5984229866666667
E6-T2,backup,screenshot,-1,0,2025-09-24T13:49:53,0.68,👎,open,0.838,0.362,1.0,,False,1,2.36,-0.10666666666666665
E6-T3,check,open,2,2,2025-09-24T13:49:53,0.312,👍,,0.422,0.072,0.571,unmute,False,0,2.707376723480115,3.4998390499162717
E6-T4,join,screenshot,2,2,2025-09-24T13:49:53,0.628,👍,,0.796,0.273,1.0,open,False,0,2.0,0.20058266666666677
E6-T5,stop,close,2,3,2025-09-24T13:49:53,0.3,👍,,0.391,0.075,0.571,open,True,1,0.0,0.8390635200000002
E6-T6,close,unmute,2,2,2025-09-24T13:49:53,0.644,👍,,0.81,0.3,1.0,play,False,0,2.7128,0.7473306666666667
E6-T7,take,set_dnd,2,3,2025-09-24T13:49:53,0.41,👍,,0.541,0.126,0.714,close,True,1,1.3905599999999998,1.0282332266666667
E6-T8,monitor,play,2,2,2025-09-24T13:49:53,0.394,👍,,0.44,0.117,0.857,screenshot,False,0,0.0,0.27999999999999997
E6-T9,open,screenshot,2,2,2025-09-24T13:49:53,0.193,👍,,0.295,0.045,0.286,close,False,0,0.96,3.018775820880901
E6-T10,answer,play,2,3,2025-09-24T13:49:53,0.722,👍,,0.834,0.471,1.0,mute,True,1,3.9087945715200005,0.28981791501226667
